10004,0
10004,1
10004,2
10004,3
10004,4
10004,5
10004,6
10004,7
10004,8
10004,9
10004,10
10004,11
10008,12
10004,13
10004,14
10004,15
10008,16
10004,17
10004,18
10004,19
10004,20
10004,21
10004,22
10004,23
10004,24
10004,25
10008,26
10004,27
10004,28
10004,29
10004,30
10004,31
10004,32
10004,33
10004,34
10004,35
10004,36
10004,37
10004,38
10008,39
10004,40
10004,41
10004,42
10004,43
10004,44
10004,45
10004,46
10008,47
10008,48
10004,49
10004,50
10004,51
10004,52
10004,53
10008,54
10008,55
10004,56
10004,57
10004,58
10004,59
10004,60
10008,61
10004,62
10004,63
10004,64
10008,65
10004,66
10004,67
10004,68
10008,69
10008,70
10008,71
10004,72
10004,73
10004,74
10004,75
10004,76
10012,77
10004,78
10004,79
10004,80
10004,81
10004,82
10004,83
10004,84
10004,85
10004,86
10004,87
10004,88
10004,89
10004,90
10004,91
10004,92
10004,93
10004,94
10008,95
10004,96
10004,97
10004,98
10008,99
10004,100
10004,101
10004,102
10004,103
10004,104
10004,105
10004,106
10004,107
10004,108
10004,109
10004,110
10004,111
10004,112
10004,113
10004,114
10004,115
10004,116
10004,117
10004,118
10004,119
10008,120
10004,121
10004,122
